State,County,% Fair or Poor Health,% Low birthweight,% Smokers,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia rate per 100000,Teen Birth Rate,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,% With Annual Mammogram,% Vaccinated (Influenza),% Children in Poverty,Income Ratio (80th% : 20th%),% Children in Single-Parent Households,Social Association Rate,Annual Average Violent Crimes,Violent Crime Rate,Injury Death Rate,Average Daily Air Polution above 2.5 ppm,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone
Arkansas,Hempstead,29,9,25,5.9,32,64,14,29,914.9,62,4348:01:00,2392:01:00,1025:01:00,38,41,26,4.1,35,10.1,140,628,66,9.3,Yes,15,83,24
Arkansas,Hot Spring,24,10,25,6.7,31,25,17,26,467.6,42,4814:01:00,3377:01:00,512:01:00,34,56,27,4.4,26,10.4,77,230,113,9.5,No,13,83,43
Arkansas,Howard,28,8,25,5.7,42,10,15,50,845.8,39,1906:01:00,4401:01:00,1016:01:00,33,46,25,5,39,12.7,21,154,76,9.2,Yes,12,83,28
Arkansas,Independence,24,8,25,6.8,33,51,16,32,434.6,36,1299:01:00,2364:01:00,540:01:00,34,51,20,4.2,28,13,184,496,75,9.3,No,13,82,16
Arkansas,Izard,24,8,25,7.2,29,50,17,50,219.2,39,3398:01:00,4543:01:00,1704:01:00,31,38,23,4.1,17,11,30,221,105,8.9,No,9,76,28
Arkansas,Jackson,30,10,28,5.8,27,36,15,37,776.2,63,2402:01:00,3344:01:00,1194:01:00,34,53,32,4.7,39,10.7,120,692,83,8.4,Yes,14,80,29
Arkansas,Jefferson,28,13,25,6.2,33,53,13,25,1248.6,45,1622:01:00,2156:01:00,437:01:00,35,42,33,5.2,47,13.1,719,1009,100,9.6,No,16,87,21
Arkansas,Johnson,28,7,26,6.9,31,61,15,11,331.4,38,1910:01:00,4430:01:00,374:01:00,32,49,24,4.4,29,7.9,64,244,78,9,No,15,79,19
Arkansas,Lafayette,29,10,25,6.1,32,14,14,25,714.1,64,3341:01:00,,1656:01:00,34,30,37,6.1,44,7.5,13,178,71,9.1,No,15,81,39
Arkansas,Lawrence,25,8,26,5.8,27,43,17,26,484.1,41,3287:01:00,3281:01:00,513:01:00,33,29,27,4.1,26,9.1,38,227,116,9.2,Yes,10,85,42
Arkansas,Lee,34,12,29,4,32,43,14,58,741.1,46,8985:01:00,2952:01:00,8857:01:00,35,35,42,6.8,37,11.1,29,294,109,8.9,Yes,15,78,30
Arkansas,Lincoln,29,8,27,5.7,37,39,16,8,293.1,32,13383:1,6512:01:00,651:01:00,34,45,32,4.9,19,6.7,22,155,95,9,No,14,86,43
Arkansas,Little River,25,8,24,6.8,35,62,15,35,550.2,41,4109:01:00,2452:01:00,6130:01:00,42,49,26,5,39,13.8,18,144,95,9.2,Yes,8,87,49
Arkansas,Logan,26,10,26,6.8,37,73,16,50,368.3,49,5434:01:00,2385:01:00,5367:01:00,34,33,22,3.8,22,12.9,82,380,86,9.1,Yes,11,81,38
Arkansas,Lonoke,21,8,22,7.5,31,47,18,29,434.9,28,5261:01:00,3858:01:00,1705:01:00,36,52,15,4.2,21,8,244,340,86,9.8,Yes,13,87,48
Arkansas,Madison,28,6,26,6.6,30,48,17,13,189.7,49,4120:01:00,2763:01:00,663:01:00,33,43,25,4.9,20,4.2,30,188,94,8.3,No,10,84,59
Arkansas,Marion,25,8,26,6.6,30,19,18,13,213.1,43,8361:01:00,5565:01:00,8347:01:00,41,37,27,4.5,24,7.8,56,342,106,8.6,No,13,79,33
Arkansas,Miller,26,10,25,5.8,32,65,16,30,984.4,49,1406:01:00,3090:01:00,397:01:00,38,46,24,5.4,41,10.3,235,537,76,9.3,Yes,15,85,22
Arkansas,Mississippi,30,11,27,5.9,36,72,14,25,1245.3,63,2291:01:00,2541:01:00,830:01:00,34,45,30,5,43,11.9,432,987,113,9,No,16,83,23
Arkansas,Monroe,32,12,28,5.9,33,57,14,36,903.3,60,2300:01:00,1675:01:00,6701:01:00,32,27,41,6,57,10.1,28,371,111,8.9,Yes,14,78,33
Arkansas,Montgomery,26,7,27,6.1,27,98,18,25,302.7,41,4462:01:00,4493:01:00,4493:01:00,27,31,31,4.3,24,5.6,20,219,107,8.6,Yes,12,81,36
Arkansas,Nevada,28,10,25,5.4,46,40,15,13,840.6,44,2775:01:00,,1179:01:00,36,40,38,4.4,43,6,17,194,96,9.3,Yes,12,84,52
Arkansas,Newton,24,6,25,5.8,29,59,17,15,242.7,42,,,3877:01:00,39,27,31,5.3,14,3.8,25,316,115,8,Yes,17,82,44
Arkansas,Ouachita,29,11,25,5.7,34,42,14,39,833.8,42,1967:01:00,2338:01:00,585:01:00,33,50,28,5.2,50,17.8,113,620,79,9.5,No,16,88,24
Arkansas,Perry,26,8,25,6.8,30,46,17,29,260.9,31,5176:01:00,,,34,47,25,4.2,23,8.7,53,519,105,9.3,Yes,8,82,62
Arkansas,Phillips,33,13,27,3,36,13,12,16,1330,76,1803:01:00,2540:01:00,1617:01:00,30,26,50,6,55,12.8,146,1192,135,8.8,No,18,83,19
Arkansas,Pike,25,8,25,6.3,32,51,16,0,177.1,31,3558:01:00,2680:01:00,3573:01:00,27,33,24,4.2,19,11.2,16,142,84,9,Yes,12,80,44
Arkansas,Poinsett,28,10,28,5.3,33,34,16,29,558.9,51,5994:01:00,5882:01:00,351:01:00,40,46,33,4.2,37,10.4,79,348,119,9.2,Yes,15,82,35
Arkansas,Polk,27,7,25,5.1,30,60,16,15,238.6,44,1337:01:00,2218:01:00,1109:01:00,28,36,29,4.5,21,13.5,60,297,103,8.3,Yes,17,77,25
Arkansas,Pope,25,8,23,7,29,68,16,29,374.4,28,1600:01:00,2136:01:00,439:01:00,35,48,20,5,26,13.8,235,372,71,9.5,Yes,14,84,19
Arkansas,Prairie,25,9,25,5.7,50,41,17,33,375.8,44,8074:01:00,8062:01:00,4031:01:00,37,33,22,4.6,23,16.1,14,170,51,9,No,11,75,42
Arkansas,Pulaski,23,11,19,6.6,27,84,18,28,901.9,33,837:01:00,1289:01:00,223:01:00,39,53,20,5,39,15.7,4170,1060,85,9.8,No,16,83,20
Arkansas,Randolph,27,8,27,6,37,41,16,24,421.5,50,1632:01:00,2565:01:00,1197:01:00,33,45,26,4.1,27,5.6,52,295,98,8.9,No,14,82,31
Arkansas,St. Francis,31,13,27,5.2,31,62,16,8,836.9,77,2120:01:00,2777:01:00,301:01:00,39,42,42,5.7,52,9.8,204,777,79,9,Yes,16,83,28
Arkansas,Saline,19,8,20,7.7,26,59,17,21,295.8,22,2168:01:00,3309:01:00,738:01:00,34,55,15,3.7,23,7.2,415,352,79,9.9,No,10,85,41
Arkansas,Scott,30,9,28,6.5,38,88,15,27,277.6,51,5160:01:00,10281:1,3427:01:00,32,41,30,4.6,30,9.7,33,318,114,8.6,No,11,78,38
Arkansas,Searcy,27,6,28,5.6,30,23,16,17,163.8,34,3979:01:00,2627:01:00,464:01:00,42,21,34,4.3,18,6.3,10,127,139,8.5,Yes,13,73,37
Arkansas,Sebastian,26,8,24,7,31,78,14,27,527.7,38,789:01:00,1346:01:00,278:01:00,42,49,22,4.4,29,10.3,808,636,69,9.9,Yes,16,82,18
Arkansas,Sevier,30,6,25,6.7,36,56,15,35,333,51,2142:01:00,2835:01:00,1890:01:00,37,51,25,4.6,20,7.6,38,216,71,9.1,No,17,71,36
Arkansas,Sharp,28,10,29,6,39,45,16,27,350.7,48,4342:01:00,4361:01:00,471:01:00,33,38,36,4.2,27,16.1,,,109,8.9,No,16,79,31
Arkansas,Stone,27,8,28,5.7,35,58,16,25,191.4,47,2076:01:00,4169:01:00,962:01:00,30,51,31,5,30,11.2,30,239,98,8.8,Yes,13,79,33
Arkansas,Union,25,10,23,6.1,38,48,16,29,704.7,46,1701:01:00,2275:01:00,545:01:00,33,46,26,5.6,38,23,234,583,98,8.9,Yes,17,90,24
Arkansas,Van Buren,26,7,26,6.6,28,57,17,20,224.2,39,4151:01:00,2364:01:00,1034:01:00,40,36,30,4.7,20,12,47,278,105,9,Yes,12,81,40
Arkansas,Washington,23,8,21,7.6,26,86,18,24,646.6,26,1295:01:00,1543:01:00,264:01:00,42,51,16,4.7,21,8.4,700,455,51,8.1,Yes,16,79,27
Arkansas,White,23,8,24,7.1,35,57,17,29,479.6,31,1920:01:00,3150:01:00,515:01:00,33,51,20,4.8,23,10.2,189,344,79,9.5,Yes,13,83,32
Arkansas,Woodruff,29,7,27,6.3,38,50,15,0,487,51,2163:01:00,2107:01:00,1580:01:00,34,28,38,6.5,44,15.4,11,161,116,8.9,Yes,14,82,27
Arkansas,Yell,28,8,25,7.1,36,54,16,44,283.4,44,1958:01:00,3557:01:00,4268:01:00,30,38,24,4.1,26,11.6,73,334,84,9.4,Yes,15,78,25
California,,18,7,11,8.8,18,93,18,29,585.3,17,1254:01:00,1149:01:00,268:01:00,36,43,16,5.2,23,5.9,164253,421,52,8.1,,26,74,42
California,Alameda,15,7,11,8.9,15,100,18,25,583.3,10,908:01:00,1041:01:00,154:01:00,37,46,10,5.2,20,6.5,10242,629,43,8.7,No,23,61,48
California,Alpine,20,,18,6.8,20,100,21,27,1071.4,,1101:00:00,1129:00:00,282:01:00,41,32,30,4.2,42,0,5,442,217,5.4,No,28,62,23
California,Amador,17,6,16,8.3,24,76,25,32,163.1,16,1575:01:00,1472:01:00,414:01:00,42,47,13,4.4,18,6.9,87,237,96,9,No,18,79,45
California,Butte,19,6,17,7.4,23,84,22,32,573.9,16,1652:01:00,1337:01:00,140:01:00,40,40,16,5.4,21,7.5,734,327,97,7.6,No,22,76,24
California,Calaveras,16,6,16,8.2,27,60,23,40,262.8,13,2400:01:00,2087:01:00,604:01:00,42,42,20,4.2,29,8.8,146,327,100,8,Yes,21,77,60
California,Colusa,24,6,16,7.8,26,75,20,14,266,26,3605:01:00,2394:01:00,599:01:00,33,45,15,4.3,19,5.1,43,201,71,6.6,No,20,79,33
California,Contra Costa,15,7,11,8.9,16,97,18,30,539.4,10,967:01:00,1121:01:00,285:01:00,40,48,10,4.7,20,5.5,3773,336,47,8.1,No,20,68,52
California,Del Norte,23,6,19,6.3,33,89,21,22,324,38,1637:01:00,1264:01:00,234:01:00,29,38,26,5,30,3.6,167,609,104,5.8,Yes,20,75,10
California,El Dorado,13,7,13,8.5,18,90,24,26,236.5,9,1271:01:00,1277:01:00,289:01:00,41,48,9,4.8,17,5.6,399,218,72,8.3,No,18,77,40
California,Fresno,25,8,16,7.4,23,78,19,27,720.6,30,1493:01:00,1611:01:00,267:01:00,38,44,29,5.1,28,5.3,5264,542,62,14.4,Yes,27,79,25
California,Glenn,23,7,17,7.7,21,66,20,26,416.5,25,7012:01:00,1291:01:00,916:01:00,36,35,18,5,23,8.2,114,408,93,7.6,No,21,79,32
California,Humboldt,18,6,17,7.5,16,85,20,42,576.9,15,1568:01:00,1232:01:00,207:01:00,28,40,21,5,25,8.9,584,432,109,6.1,Yes,24,71,17
California,Imperial,29,6,16,6.2,27,69,19,21,578.1,35,4041:01:00,3020:01:00,657:01:00,32,32,31,6,31,4.4,630,366,58,12.5,Yes,26,81,22
California,Inyo,17,8,15,7.7,27,42,23,19,377.2,29,899:01:00,1503:01:00,215:01:00,33,39,15,3.9,19,7.8,110,600,83,6.6,Yes,18,68,16
California,Kern,27,7,17,7.5,25,76,19,30,777.9,35,2043:01:00,1948:01:00,494:01:00,34,40,26,4.9,25,4.5,4797,545,80,16,Yes,24,81,23
California,Kings,25,6,17,7.5,24,44,19,37,648.2,34,2703:01:00,1718:01:00,487:01:00,32,37,22,4.1,25,3.8,668,443,57,15.6,Yes,23,77,27
California,Lake,21,7,18,6.9,23,66,21,38,515.2,32,2299:01:00,2300:01:00,273:01:00,30,30,25,4.9,25,6.2,343,535,159,3,Yes,22,69,41
California,Lassen,21,8,18,7.7,34,54,23,37,365.8,25,3422:01:00,926:01:00,329:01:00,32,33,15,4.3,25,5.2,183,587,106,7,No,15,80,18
California,Los Angeles,21,7,13,8.4,17,98,18,24,667.9,17,1363:01:00,1116:01:00,276:01:00,33,39,18,5.3,25,5.8,49549,488,41,12,Yes,33,74,51
California,Madera,26,6,17,7.4,30,70,19,31,584.5,33,2221:01:00,2314:01:00,612:01:00,36,37,26,4.3,21,4.4,956,620,67,12.1,Yes,25,77,40
California,Marin,12,6,10,9.2,13,97,23,32,310,6,691:01:00,840:01:00,128:01:00,43,50,7,5.8,18,9.4,465,178,56,6.4,Yes,22,64,46
California,Mariposa,17,7,16,7.6,18,49,22,57,182.1,21,3494:01:00,1720:01:00,344:01:00,38,30,22,4.5,32,8,76,431,107,9.1,No,19,61,39
California,Mendocino,20,7,17,7.6,16,72,22,32,494.2,24,1138:01:00,1157:01:00,149:01:00,34,30,20,4.8,28,7.3,559,640,107,6.4,Yes,27,73,22
California,Merced,28,6,16,7.2,27,70,17,31,601.8,27,2216:01:00,2169:01:00,530:01:00,37,43,23,4.5,26,4.2,1487,555,68,12,Yes,25,79,31
California,Modoc,21,7,19,6.9,24,46,21,33,214.5,23,1463:01:00,1263:01:00,295:01:00,34,18,31,4.1,32,0,45,505,115,5.6,No,17,73,19
California,Mono,16,8,14,7.8,14,92,23,60,155.3,18,1425:01:00,2407:01:00,498:01:00,40,43,12,2.9,16,2.8,37,262,55,5.5,Yes,11,50,15
California,Monterey,24,6,14,8.4,19,90,19,36,510.4,28,1590:01:00,1442:01:00,261:01:00,37,45,18,4.2,20,5.1,1828,421,56,6.7,Yes,29,72,27
California,Napa,16,6,12,9.1,18,90,23,40,412.8,12,1056:01:00,1076:01:00,173:01:00,42,44,8,4.4,21,8,566,398,55,8.6,Yes,22,76,33
California,Nevada,14,6,14,8.1,14,81,25,35,215.4,11,1424:01:00,1188:01:00,117:01:00,42,47,14,4.8,20,9.7,260,264,82,6.3,No,21,73,31
California,Orange,17,6,11,9.1,15,100,19,30,447.1,12,1012:01:00,870:01:00,344:01:00,40,48,13,4.7,18,6.2,6766,214,42,9.4,Yes,27,78,42
California,Placer,13,6,12,8.9,14,94,24,30,291.3,7,814:01:00,946:01:00,318:01:00,46,49,8,4.6,15,7.6,609,162,55,7.2,No,18,79,40
California,Plumas,15,9,16,7.9,23,98,24,50,320.1,17,1254:01:00,1106:01:00,336:01:00,38,24,19,4.5,26,11.2,106,575,114,14,Yes,18,77,21
California,Riverside,20,7,14,8.2,20,89,18,32,472.6,19,2325:01:00,1908:01:00,461:01:00,34,39,14,4.8,22,3.9,6854,291,57,14.1,Yes,25,78,47
California,Sacramento,18,7,14,8.1,20,97,20,29,748.5,17,1152:01:00,1276:01:00,259:01:00,37,44,16,4.7,26,7.3,7593,508,63,8.7,Yes,22,77,39
California,San Benito,20,7,13,9.1,26,66,20,31,394.6,18,3419:01:00,1903:01:00,885:01:00,39,49,14,3.8,21,4.2,176,299,59,4.3,Yes,22,81,52
California,San Bernardino,24,7,15,8,22,84,19,28,618,24,1699:01:00,1375:01:00,412:01:00,30,32,19,4.5,26,4.5,9375,442,51,14.8,Yes,26,80,42
California,San Diego,16,7,13,8.6,15,97,21,28,656.5,15,1242:01:00,1100:01:00,250:01:00,35,42,13,4.7,21,5.9,10772,328,52,8.7,Yes,25,76,38
California,San Francisco,13,7,11,8.8,15,100,25,8,1073.2,8,629:01:00,638:01:00,108:01:00,33,40,9,7.1,21,8.7,6546,760,62,7.6,No,24,32,53
California,San Joaquin,22,7,15,7.9,26,86,18,28,582.4,22,1673:01:00,1736:01:00,404:01:00,35,44,18,4.7,23,4.8,5676,787,66,14.1,Yes,24,79,40
California,San Luis Obispo,15,6,14,8.6,16,88,24,40,421,10,1219:01:00,1160:01:00,158:01:00,44,50,11,4.6,18,9.2,1146,408,63,8.2,Yes,22,73,25
California,San Mateo,13,7,10,9.4,16,100,21,21,401.3,9,956:01:00,959:01:00,255:01:00,43,49,6,5,16,5.8,1598,209,37,8.3,Yes,23,68,43
California,Santa Barbara,19,7,13,8.7,14,92,20,30,605.2,20,1333:01:00,1172:01:00,181:01:00,44,48,13,4.7,23,7.8,1411,318,59,7.1,Yes,29,68,20
California,Santa Clara,14,7,10,9.3,16,99,17,26,429,10,962:01:00,845:01:00,274:01:00,39,51,6,5,16,5.9,5050,264,39,9.1,Yes,23,75,44
California,Santa Cruz,16,6,13,8.4,11,94,22,36,452.7,11,987:01:00,1225:01:00,124:01:00,44,51,10,5.6,21,7,1120,410,67,5.3,Yes,27,69,39
California,Shasta,17,6,17,7.2,17,78,21,38,356.3,22,1334:01:00,1277:01:00,258:01:00,38,42,17,4.9,22,8.1,1304,726,100,5,Yes,23,81,16
California,Sierra,17,9,16,6.3,26,70,23,0,200.1,26,2987:01:00,1503:01:00,601:01:00,35,21,18,5.8,47,0,13,422,141,6.5,No,18,72,48
California,Siskiyou,19,9,18,6.7,25,72,23,34,303.3,23,1410:01:00,1451:01:00,224:01:00,39,32,26,4.6,22,10.5,149,344,124,4.9,Yes,20,75,22
California,Solano,17,7,14,8.5,22,97,20,32,702.9,16,1185:01:00,1073:01:00,259:01:00,33,39,11,4.1,26,5.4,2066,476,60,9,No,21,77,44
California,Sonoma,15,6,13,8.7,16,94,24,33,451.2,11,965:01:00,1068:01:00,206:01:00,41,47,8,4.3,20,6.9,1845,368,59,4.6,Yes,23,75,31
California,Stanislaus,22,6,16,7.9,23,91,19,31,531.5,24,1544:01:00,1517:01:00,458:01:00,36,44,17,4.4,23,5.7,3096,578,60,12.6,Yes,24,82,35
California,Sutter,22,7,16,7.1,30,67,20,31,366.3,20,1274:01:00,1328:01:00,284:01:00,38,52,17,4.5,24,5.9,338,352,65,8.1,Yes,21,79,34
California,Tehama,22,6,18,6.8,28,59,20,34,294.1,29,2131:01:00,1713:01:00,581:01:00,39,35,24,4.8,26,5.5,341,540,95,4.7,Yes,21,81,31
California,Trinity,20,6,19,7,22,88,21,37,165.2,25,4178:01:00,2048:01:00,232:01:00,38,39,25,4.5,40,6.4,50,380,163,5.4,Yes,23,68,27
California,Tulare,28,7,18,7,26,60,17,32,562.5,34,2353:01:00,1850:01:00,354:01:00,34,43,26,4.9,24,4.9,1756,382,58,14.7,Yes,27,79,26
California,Tuolumne,17,6,16,7.4,22,86,24,38,282,16,1268:01:00,851:01:00,482:01:00,42,45,15,4.9,23,9,169,316,99,9,Yes,20,83,27
California,Ventura,18,6,12,8.9,18,98,19,35,352.6,16,1280:01:00,1078:01:00,252:01:00,38,48,11,4.3,18,6.1,2042,240,52,9.6,No,23,79,35
California,Yolo,18,6,14,8.6,15,96,20,26,492,8,822:01:00,1575:01:00,271:01:00,37,50,13,5.9,20,6.4,698,332,48,6.3,No,24,69,32
California,Yuba,21,7,17,6.9,32,88,21,31,453.1,29,4336:01:00,2914:01:00,444:01:00,32,42,19,4.5,19,3.8,307,414,87,8.6,Yes,22,80,44
Colorado,,14,9,15,8.4,15,90,21,34,519.4,18,1211:01:00,1220:01:00,269:01:00,41,49,11,4.4,21,8.8,17769,326,80,4.9,,16,75,36
Colorado,Adams,18,9,18,8.5,19,93,20,34,580.9,24,2169:01:00,1526:01:00,287:01:00,35,47,12,3.7,22,4.8,1825,372,77,9.2,Yes,18,78,47
Colorado,Alamosa,22,11,19,7.7,21,83,18,44,574,18,1283:01:00,773:01:00,69:01:00,31,43,25,4.5,16,9.6,,,82,4.6,Yes,19,79,13
Colorado,Arapahoe,14,10,15,8.8,16,98,19,37,649.1,16,1240:01:00,922:01:00,266:01:00,45,53,9,3.9,23,8.1,2082,330,69,5.5,Yes,16,77,42
Colorado,Archuleta,14,8,15,7.8,12,89,20,23,165.2,18,1251:01:00,2338:01:00,638:01:00,40,34,20,3.9,15,10.9,24,190,92,4.8,No,19,73,18
Colorado,Baca,19,5,22,7.2,28,81,20,8,252.7,26,1195:01:00,1791:01:00,3581:01:00,32,26,29,4.6,18,16.7,4,96,128,5,Yes,12,78,15
Colorado,Bent,22,11,22,6.5,24,82,19,17,202.1,23,,5577:01:00,1394:01:00,39,35,31,4.5,22,5.1,8,133,117,5,No,23,76,21
Colorado,Boulder,11,8,13,8.8,9,96,21,26,437.8,7,830:01:00,943:01:00,135:01:00,45,55,8,5.1,20,9.3,698,242,67,6.9,Yes,19,65,30
Colorado,Broomfield,10,8,12,8.9,12,99,21,57,376.1,8,1019:01:00,1036:01:00,602:01:00,50,58,5,3.8,14,6.2,33,51,62,8.4,No,13,75,44
Colorado,Chaffee,14,9,17,8.5,16,97,21,30,152.8,13,1113:01:00,1851:01:00,496:01:00,38,46,13,4.5,18,16.5,12,61,98,3.8,No,12,69,20
Colorado,Cheyenne,16,,19,8,25,48,21,0,,,1876:00:00,1831:00:00,,18,38,21,4.1,8,0,2,80,,5,Yes,8,78,12
Colorado,Clear Creek,11,10,14,9,14,82,23,46,104.4,10,9605:01:00,2425:01:00,2425:01:00,34,51,10,3.8,18,4.2,51,563,76,4.3,Yes,11,69,56
Colorado,Conejos,24,11,19,7.9,23,22,17,25,256.6,22,2050:01:00,4103:01:00,4103:01:00,23,32,26,4.6,22,4.9,4,45,149,4.6,Yes,16,70,37
Colorado,Costilla,27,18,20,2.9,25,41,16,13,609.1,25,,3887:00:00,3887:01:00,26,34,39,5,40,0,8,226,149,4.3,Yes,20,64,27
Colorado,Crowley,24,10,24,6.9,27,33,20,60,137.7,35,,,,35,39,30,3.6,26,6.8,4,65,93,5,Yes,16,86,34
Colorado,Custer,14,14,17,7.7,20,95,21,50,82.1,17,1651:01:00,,1689:01:00,33,42,25,3.8,17,32.3,6,125,138,4.2,No,20,74,46
Colorado,Delta,18,9,22,7.7,18,73,22,53,278.1,27,1474:01:00,2397:01:00,611:01:00,39,43,21,4.8,18,13.9,23,84,118,5.4,Yes,20,72,36
Colorado,Denver,16,9,15,8.2,13,99,25,34,1059.6,27,722:01:00,1310:01:00,169:01:00,42,50,16,5,28,11,4309,631,78,9.5,Yes,19,69,39
Colorado,Dolores,16,22,20,3.9,17,28,21,50,193.5,,2074:01:00,1028:01:00,2055:01:00,35,33,15,3.8,38,0,4,175,137,4.5,Yes,11,65,34
Colorado,Douglas,9,8,11,9.5,9,93,21,35,204.6,4,1399:01:00,1469:01:00,772:01:00,48,55,2,3.3,11,6.2,365,114,53,4.8,Yes,10,77,42
Colorado,Eagle,13,9,13,9.2,12,98,23,29,341.4,17,1341:01:00,1490:01:00,520:01:00,46,54,8,3.9,18,8.2,77,144,50,4.3,Yes,18,76,32
Colorado,Elbert,12,9,15,8.8,17,56,22,33,191.1,7,6571:01:00,13365:1,955:01:00,38,41,7,3.8,12,4.6,1,4,58,5.9,Yes,12,80,68
Colorado,El Paso,14,10,15,7.9,16,88,17,40,574.2,21,1649:01:00,957:01:00,292:01:00,35,45,10,4.1,21,8.7,2697,400,94,6.2,Yes,16,77,28
Colorado,Fremont,18,9,21,7,21,65,20,28,174.5,29,2001:01:00,2814:01:00,295:01:00,37,40,21,4.3,23,9.2,105,225,107,4.9,Yes,14,81,25
Colorado,Garfield,15,9,17,8.8,17,94,20,40,400.9,28,1195:01:00,1306:01:00,423:01:00,38,46,12,3.5,16,9.5,110,189,80,3.7,Yes,19,70,42
Colorado,Gilpin,11,14,14,9.5,15,82,24,17,66.5,,6121:01:00,,1561:01:00,32,47,9,3.5,22,4.9,16,286,60,4.4,No,23,75,59
Colorado,Grand,13,11,17,9,14,75,23,32,163.2,14,1553:01:00,2622:01:00,562:01:00,38,41,10,4,19,14.2,11,81,84,4.3,No,17,65,32
Colorado,Gunnison,12,10,15,8.6,12,91,23,22,277.5,8,1150:01:00,1940:01:00,426:01:00,42,46,10,5.1,18,15.1,29,179,86,4.1,Yes,22,57,17
Colorado,Hinsdale,13,,16,8,22,42,22,100,,,811:01:00,820:00:00,410:01:00,35,16,19,3.8,30,0,2,255,,4.1,No,15,70,7
Colorado,Huerfano,17,9,18,6.7,23,75,19,14,300.2,26,1148:01:00,3449:01:00,575:01:00,37,26,35,4.6,31,7.3,25,409,173,4.4,Yes,14,70,30
Colorado,Jackson,16,18,20,8.1,29,87,21,63,,,700:01:00,1392:00:00,232:01:00,25,32,19,3.6,2,0,0,0,,4.4,No,8,64,37
Colorado,Jefferson,12,9,15,8.8,13,99,23,34,232,11,1189:01:00,1032:01:00,307:01:00,44,52,9,4,20,7.8,1434,254,79,8,Yes,14,78,44
Colorado,Kiowa,16,10,20,5,30,59,21,33,290.7,,1383:00:00,1406:00:00,,27,36,18,4.3,19,0,,,,5.1,Yes,9,78,15
Colorado,Kit Carson,17,8,19,8.4,22,28,20,18,265.4,35,1791:01:00,7097:01:00,887:01:00,23,37,20,3.2,14,12.6,16,206,110,5.2,No,11,75,11
Colorado,Lake,19,13,18,7.8,16,87,20,0,475.7,34,1956:01:00,2032:01:00,1625:01:00,34,49,18,4.9,16,6.4,15,202,88,3.4,Yes,11,72,55
Colorado,La Plata,13,8,16,8.7,14,75,24,45,408.4,12,840:01:00,1124:01:00,249:01:00,39,49,14,4.3,18,10.1,96,175,79,5.9,Yes,15,74,28
Colorado,Larimer,11,9,15,8.5,12,93,23,33,436.7,10,1168:01:00,1257:01:00,273:01:00,46,56,9,4.5,16,9.4,666,201,71,6.9,Yes,17,75,28
Colorado,Las Animas,20,10,19,6.7,27,80,19,58,379.3,30,1813:01:00,2418:01:00,631:01:00,36,27,25,5,25,8.3,21,147,171,4.7,No,17,69,20
Colorado,Lincoln,18,8,21,7.7,25,60,21,18,288.5,17,2805:01:00,814:01:00,475:01:00,28,49,21,4.8,20,12.5,6,100,82,5.1,Yes,12,72,17
Colorado,Logan,18,8,19,7.9,22,84,20,29,269.5,22,1346:01:00,1318:01:00,303:01:00,41,42,16,4.2,17,9.8,67,301,83,5.4,Yes,15,77,14
Colorado,Mesa,16,8,19,7.5,15,77,20,33,422.1,26,891:01:00,1365:01:00,300:01:00,37,50,14,4.5,25,8.9,516,348,108,6.4,No,17,79,13
Colorado,Mineral,12,,15,8.4,18,100,22,33,,,776:01:00,769:00:00,769:00:00,34,55,16,3.2,16,0,1,137,,4.1,No,10,60,14
Colorado,Moffat,17,8,20,7.8,21,76,21,33,228.5,32,4396:01:00,2214:01:00,531:01:00,33,38,15,5.5,24,6.1,21,159,116,5.1,No,12,72,31
Colorado,Montezuma,18,9,20,7.4,20,80,21,41,340.5,33,1046:01:00,1636:01:00,623:01:00,30,39,25,4.1,27,10.3,42,159,125,5.2,Yes,15,81,20
Colorado,Montrose,17,8,19,7.4,19,87,20,34,210.6,28,1242:01:00,1043:01:00,375:01:00,38,48,19,4.3,22,9.2,53,134,131,5.1,Yes,19,78,15
Colorado,Morgan,19,7,20,8.6,22,72,20,29,464.7,35,1428:01:00,1453:01:00,484:01:00,38,41,15,4,26,12.3,56,203,102,6.4,No,13,74,16
Colorado,Otero,23,9,21,6.3,24,71,18,33,442,34,1843:01:00,3046:01:00,237:01:00,34,42,34,5.6,24,11.9,29,158,110,5.3,Yes,20,78,14
Colorado,Ouray,11,12,14,8.5,17,71,22,8,104.3,,806:01:00,825:01:00,619:01:00,38,49,10,4,14,16.6,3,82,120,4.3,No,21,65,46
Colorado,Park,12,12,16,8,17,72,22,22,145.2,7,4639:01:00,6282:01:00,1178:01:00,35,43,13,4.1,8,4.3,18,112,116,2.5,Yes,13,74,61
Colorado,Phillips,15,7,18,9.1,23,83,21,0,209.7,29,857:01:00,,1066:01:00,37,37,15,3.4,6,23.3,7,161,102,5.1,No,17,74,22
Colorado,Pitkin,10,10,12,9,12,93,24,11,341,5,1381:01:00,1615:01:00,265:01:00,45,56,6,3.7,31,18.4,11,62,70,4,Yes,16,51,22
